place,hot,rain,snow,date
Врата Балдура,0,0,0,2218-06-07
Нокрон,0,0,0,2218-06-07
Кеджистан,0,1,0,2218-06-07
Фалькония,0,0,1,2218-06-08
Анор Лондо,0,1,0,2218-06-08
Врата Балдура,0,1,0,2218-06-08
Нокрон,0,0,0,2218-06-08
Кеджистан,0,1,0,2218-06-08
Фалькония,1,0,0,2218-06-09
Анор Лондо,0,0,0,2218-06-09
Врата Балдура,1,0,0,2218-06-09
Нокрон,0,0,1,2218-06-09
Кеджистан,0,0,1,2218-06-09
Фалькония,0,0,0,2218-06-10
Анор Лондо,0,0,0,2218-06-10
Врата Балдура,0,0,1,2218-06-10
Нокрон,1,0,0,2218-06-10
Кеджистан,0,0,1,2218-06-10
Фалькония,0,0,1,2218-06-11
Анор Лондо,0,0,0,2218-06-11
Врата Балдура,0,0,0,2218-06-11
Нокрон,0,0,1,2218-06-11
Кеджистан,0,1,0,2218-06-11
Фалькония,1,0,0,2218-06-12
Анор Лондо,1,0,0,2218-06-12
Врата Балдура,0,0,0,2218-06-12
Нокрон,1,0,0,2218-06-12
Кеджистан,0,0,0,2218-06-12
Фалькония,0,1,0,2218-06-13
Анор Лондо,0,0,0,2218-06-13
Врата Балдура,0,1,0,2218-06-13
Нокрон,0,0,1,2218-06-13
Кеджистан,1,0,0,2218-06-13
Фалькония,0,1,0,2218-06-14
Анор Лондо,0,0,1,2218-06-14
Врата Балдура,0,0,1,2218-06-14
Нокрон,1,0,0,2218-06-14
Кеджистан,0,0,0,2218-06-14
Фалькония,1,0,0,2218-06-15
Анор Лондо,1,0,0,2218-06-15
Врата Балдура,0,0,0,2218-06-15
Нокрон,0,0,1,2218-06-15
Кеджистан,0,0,0,2218-06-15
Фалькония,0,0,0,2218-06-16
Анор Лондо,0,0,0,2218-06-16
Врата Балдура,0,0,0,2218-06-16
Нокрон,0,0,0,2218-06-16
Кеджистан,0,0,0,2218-06-16
Фалькония,0,1,0,2218-06-17
Анор Лондо,0,1,0,2218-06-17
Врата Балдура,0,1,0,2218-06-17
Нокрон,0,1,0,2218-06-17
Кеджистан,0,1,0,2218-06-17
Фалькония,0,0,1,2218-06-18
Анор Лондо,0,0,0,2218-06-18
Врата Балдура,0,0,0,2218-06-18
Нокрон,0,1,0,2218-06-18
Кеджистан,0,0,0,2218-06-18
Фалькония,0,0,1,2218-06-19
Анор Лондо,0,0,1,2218-06-19
Врата Балдура,0,0,0,2218-06-19
Нокрон,0,0,0,2218-06-19
Кеджистан,1,0,0,2218-06-19
Фалькония,0,0,0,2218-06-20
Анор Лондо,0,0,1,2218-06-20
Врата Балдура,0,0,0,2218-06-20
Нокрон,0,0,1,2218-06-20
Кеджистан,0,0,0,2218-06-20
Фалькония,0,1,0,2218-06-21
Анор Лондо,1,0,0,2218-06-21
Врата Балдура,0,0,1,2218-06-21
Нокрон,0,0,1,2218-06-21
Кеджистан,0,0,0,2218-06-21
Фалькония,0,0,1,2218-06-22
Анор Лондо,1,0,0,2218-06-22
Врата Балдура,0,0,0,2218-06-22
Нокрон,1,0,0,2218-06-22
Кеджистан,0,0,0,2218-06-22
Фалькония,0,0,0,2218-06-23
Анор Лондо,0,0,0,2218-06-23
Врата Балдура,1,0,0,2218-06-23
Нокрон,0,0,0,2218-06-23
Кеджистан,0,0,1,2218-06-23
Фалькония,0,0,0,2218-06-24
Анор Лондо,0,1,0,2218-06-24
Врата Балдура,0,0,0,2218-06-24
Нокрон,1,0,0,2218-06-24
Кеджистан,0,1,0,2218-06-24
Фалькония,0,1,0,2218-06-25
Анор Лондо,0,0,0,2218-06-25
Врата Балдура,0,0,0,2218-06-25
Нокрон,0,0,0,2218-06-25
Кеджистан,0,0,0,2218-06-25
Фалькония,0,0,0,2218-06-26
Анор Лондо,1,0,0,2218-06-26
Врата Балдура,0,1,0,2218-06-26
Нокрон,0,0,0,2218-06-26
Кеджистан,1,0,0,2218-06-26
Фалькония,0,0,0,2218-06-27
Анор Лондо,0,0,0,2218-06-27
Врата Балдура,0,0,1,2218-06-27
Нокрон,1,0,0,2218-06-27
Кеджистан,0,1,0,2218-06-27
Фалькония,0,0,0,2218-06-28
Анор Лондо,0,0,0,2218-06-28
Врата Балдура,0,1,0,2218-06-28
Нокрон,0,1,0,2218-06-28
Кеджистан,0,0,0,2218-06-28
Фалькония,0,0,0,2218-06-29
Анор Лондо,0,0,0,2218-06-29
Врата Балдура,0,0,0,2218-06-29
Нокрон,1,0,0,2218-06-29
Кеджистан,0,0,0,2218-06-29
Фалькония,1,0,0,2218-06-30
Анор Лондо,0,0,0,2218-06-30
Врата Балдура,0,0,0,2218-06-30
Нокрон,0,0,0,2218-06-30
Кеджистан,0,1,0,2218-06-30
Фалькония,0,0,1,2218-07-01
Анор Лондо,0,1,0,2218-07-01
Врата Балдура,0,0,1,2218-07-01
Нокрон,0,0,0,2218-07-01
Кеджистан,0,0,0,2218-07-01
Фалькония,0,0,0,2218-07-02
Анор Лондо,0,1,0,2218-07-02
Врата Балдура,1,0,0,2218-07-02
Нокрон,0,0,0,2218-07-02
Кеджистан,1,0,0,2218-07-02
Фалькония,0,0,0,2218-07-03
Анор Лондо,0,0,0,2218-07-03
Врата Балдура,0,0,0,2218-07-03
Нокрон,0,0,1,2218-07-03
Кеджистан,0,0,1,2218-07-03
Фалькония,0,0,0,2218-07-04
Анор Лондо,0,0,0,2218-07-04
Врата Балдура,0,0,0,2218-07-04
Нокрон,1,0,0,2218-07-04
Кеджистан,0,0,0,2218-07-04
Фалькония,0,0,0,2218-07-05
Анор Лондо,0,0,0,2218-07-05
Врата Балдура,0,0,0,2218-07-05
Нокрон,0,0,1,2218-07-05
Кеджистан,0,0,0,2218-07-05
Фалькония,1,0,0,2218-07-06
Анор Лондо,0,0,0,2218-07-06
Врата Балдура,1,0,0,2218-07-06
Нокрон,0,1,0,2218-07-06
Кеджистан,0,0,1,2218-07-06
Фалькония,0,0,0,2218-07-07
Анор Лондо,1,0,0,2218-07-07
Врата Балдура,0,1,0,2218-07-07
Нокрон,0,0,0,2218-07-07
Кеджистан,0,0,0,2218-07-07
Фалькония,0,0,0,2218-07-08
Анор Лондо,1,0,0,2218-07-08
Врата Балдура,0,0,0,2218-07-08
Нокрон,0,0,1,2218-07-08
Кеджистан,0,0,0,2218-07-08
Фалькония,0,0,0,2218-07-09
Анор Лондо,0,1,0,2218-07-09
Врата Балдура,0,1,0,2218-07-09
Нокрон,1,0,0,2218-07-09
Кеджистан,0,0,0,2218-07-09
Фалькония,0,0,0,2218-07-10
Анор Лондо,0,1,0,2218-07-10
Врата Балдура,0,0,0,2218-07-10
Нокрон,0,0,0,2218-07-10
Кеджистан,0,0,1,2218-07-10
Фалькония,1,0,0,2218-07-11
Анор Лондо,0,0,0,2218-07-11
Врата Балдура,0,1,0,2218-07-11
Нокрон,0,0,0,2218-07-11
Кеджистан,1,0,0,2218-07-11
Фалькония,0,0,1,2218-07-12
Анор Лондо,0,0,1,2218-07-12
Врата Балдура,0,0,0,2218-07-12
Нокрон,1,0,0,2218-07-12
Кеджистан,0,0,0,2218-07-12
Фалькония,0,0,0,2218-07-13
Анор Лондо,0,1,0,2218-07-13
Врата Балдура,0,0,0,2218-07-13
Нокрон,0,0,0,2218-07-13
Кеджистан,1,0,0,2218-07-13
Фалькония,0,1,0,2218-07-14
Анор Лондо,0,0,0,2218-07-14
Врата Балдура,1,0,0,2218-07-14
Нокрон,0,0,0,2218-07-14
Кеджистан,1,0,0,2218-07-14
Фалькония,0,0,0,2218-07-15
Анор Лондо,0,0,1,2218-07-15
Врата Балдура,1,0,0,2218-07-15
Нокрон,0,0,1,2218-07-15
Кеджистан,1,0,0,2218-07-15
Фалькония,0,1,0,2218-07-16
Анор Лондо,0,0,0,2218-07-16
Врата Балдура,1,0,0,2218-07-16
Нокрон,0,0,1,2218-07-16
Кеджистан,1,0,0,2218-07-16
Фалькония,0,0,0,2218-07-17
Анор Лондо,0,0,0,2218-07-17
Врата Балдура,0,1,0,2218-07-17
Нокрон,0,0,0,2218-07-17
Кеджистан,0,0,1,2218-07-17
Фалькония,0,1,0,2218-07-18
Анор Лондо,0,0,0,2218-07-18
Врата Балдура,1,0,0,2218-07-18
Нокрон,0,0,0,2218-07-18
Кеджистан,1,0,0,2218-07-18
Фалькония,0,0,1,2218-07-19
Анор Лондо,0,1,0,2218-07-19
Врата Балдура,0,0,1,2218-07-19
Нокрон,0,1,0,2218-07-19
Кеджистан,0,1,0,2218-07-19
Фалькония,0,0,1,2218-07-20
Анор Лондо,0,0,0,2218-07-20
Врата Балдура,0,1,0,2218-07-20
Нокрон,0,1,0,2218-07-20
Кеджистан,1,0,0,2218-07-20
Фалькония,0,0,0,2218-07-21
Анор Лондо,0,0,1,2218-07-21
Врата Балдура,0,0,0,2218-07-21
Нокрон,0,0,0,2218-07-21
Кеджистан,0,1,0,2218-07-21
Фалькония,0,0,1,2218-07-22
Анор Лондо,0,1,0,2218-07-22
Врата Балдура,0,0,0,2218-07-22
Нокрон,0,0,1,2218-07-22
Кеджистан,0,0,0,2218-07-22
Фалькония,0,0,0,2218-07-23
Анор Лондо,0,0,1,2218-07-23
Врата Балдура,0,1,0,2218-07-23
Нокрон,0,0,0,2218-07-23
Кеджистан,1,0,0,2218-07-23
Фалькония,0,0,0,2218-07-24
Анор Лондо,1,0,0,2218-07-24
Врата Балдура,0,0,0,2218-07-24
Нокрон,0,1,0,2218-07-24
Кеджистан,0,0,0,2218-07-24
Фалькония,1,0,0,2218-07-25
Анор Лондо,0,1,0,2218-07-25
Врата Балдура,0,0,0,2218-07-25
Нокрон,0,0,0,2218-07-25
Кеджистан,0,0,1,2218-07-25
Фалькония,0,1,0,2218-07-26
Анор Лондо,0,0,0,2218-07-26
Врата Балдура,0,1,0,2218-07-26
Нокрон,0,0,0,2218-07-26
Кеджистан,0,0,0,2218-07-26
Фалькония,0,0,1,2218-07-27
Анор Лондо,0,0,0,2218-07-27
Врата Балдура,0,1,0,2218-07-27
Нокрон,0,1,0,2218-07-27
Кеджистан,1,0,0,2218-07-27
Фалькония,0,0,0,2218-07-28
Анор Лондо,0,0,0,2218-07-28
Врата Балдура,1,0,0,2218-07-28
Нокрон,0,0,0,2218-07-28
Кеджистан,0,0,0,2218-07-28
Фалькония,0,1,0,2218-07-29
Анор Лондо,0,0,0,2218-07-29
Врата Балдура,0,0,0,2218-07-29
Нокрон,0,0,0,2218-07-29
Кеджистан,1,0,0,2218-07-29
Фалькония,0,0,1,2218-07-30
Анор Лондо,0,1,0,2218-07-30
Врата Балдура,0,1,0,2218-07-30
Нокрон,0,1,0,2218-07-30
Кеджистан,0,0,0,2218-07-30
Фалькония,0,0,1,2218-07-31
Анор Лондо,1,0,0,2218-07-31
Врата Балдура,1,0,0,2218-07-31
Нокрон,0,1,0,2218-07-31
Кеджистан,0,0,0,2218-07-31
Фалькония,0,1,0,2218-08-01
Анор Лондо,0,0,0,2218-08-01
Врата Балдура,0,1,0,2218-08-01
Нокрон,0,0,0,2218-08-01
Кеджистан,0,0,1,2218-08-01
Фалькония,0,0,0,2218-08-02
Анор Лондо,1,0,0,2218-08-02
Врата Балдура,0,1,0,2218-08-02
Нокрон,0,0,0,2218-08-02
Кеджистан,1,0,0,2218-08-02
Фалькония,0,0,0,2218-08-03
Анор Лондо,1,0,0,2218-08-03
Врата Балдура,0,0,0,2218-08-03
Нокрон,1,0,0,2218-08-03
Кеджистан,0,0,0,2218-08-03
Фалькония,0,1,0,2218-08-04
Анор Лондо,0,0,1,2218-08-04
Врата Балдура,0,0,0,2218-08-04
Нокрон,0,0,0,2218-08-04
Кеджистан,0,0,1,2218-08-04
Фалькония,0,0,0,2218-08-05
Анор Лондо,0,1,0,2218-08-05
Врата Балдура,0,1,0,2218-08-05
Нокрон,1,0,0,2218-08-05
Кеджистан,0,0,1,2218-08-05
Фалькония,0,0,0,2218-08-06
Анор Лондо,0,0,0,2218-08-06
Врата Балдура,0,0,0,2218-08-06
Нокрон,0,0,1,2218-08-06
Кеджистан,0,1,0,2218-08-06
Фалькония,0,0,0,2218-08-07
Анор Лондо,0,0,0,2218-08-07
Врата Балдура,0,1,0,2218-08-07
Нокрон,0,0,0,2218-08-07
Кеджистан,0,0,0,2218-08-07
Фалькония,1,0,0,2218-08-08
Анор Лондо,1,0,0,2218-08-08
Врата Балдура,0,1,0,2218-08-08
Нокрон,0,0,0,2218-08-08
Кеджистан,1,0,0,2218-08-08
Фалькония,0,0,0,2218-08-09
Анор Лондо,0,0,1,2218-08-09
Врата Балдура,0,0,0,2218-08-09
Нокрон,0,0,1,2218-08-09
Кеджистан,0,0,0,2218-08-09
Фалькония,1,0,0,2218-08-10
Анор Лондо,0,0,0,2218-08-10
Врата Балдура,0,0,1,2218-08-10
Нокрон,0,1,0,2218-08-10
Кеджистан,1,0,0,2218-08-10
Фалькония,0,1,0,2218-08-11
Анор Лондо,0,0,1,2218-08-11
Врата Балдура,0,0,0,2218-08-11
Нокрон,0,0,1,2218-08-11
Кеджистан,0,0,1,2218-08-11
Фалькония,0,0,1,2218-08-12
Анор Лондо,0,0,0,2218-08-12
Врата Балдура,0,0,1,2218-08-12
Нокрон,0,0,0,2218-08-12
Кеджистан,0,0,0,2218-08-12
Фалькония,0,0,0,2218-08-13
Анор Лондо,0,0,0,2218-08-13
Врата Балдура,0,0,0,2218-08-13
Нокрон,1,0,0,2218-08-13
Кеджистан,0,0,0,2218-08-13
Фалькония,0,1,0,2218-08-14
Анор Лондо,0,1,0,2218-08-14
Врата Балдура,0,0,0,2218-08-14
Нокрон,0,0,0,2218-08-14
Кеджистан,0,0,0,2218-08-14
Фалькония,0,0,0,2218-08-15
Анор Лондо,0,0,0,2218-08-15
Врата Балдура,1,0,0,2218-08-15
Нокрон,0,0,0,2218-08-15
Кеджистан,1,0,0,2218-08-15
Фалькония,0,1,0,2218-08-16
Анор Лондо,0,0,1,2218-08-16
Врата Балдура,0,0,0,2218-08-16
Нокрон,0,0,1,2218-08-16
Кеджистан,0,0,0,2218-08-16
Фалькония,1,0,0,2218-08-17
Анор Лондо,0,0,0,2218-08-17
Врата Балдура,0,0,0,2218-08-17
Нокрон,0,1,0,2218-08-17
Кеджистан,0,0,0,2218-08-17
Фалькония,1,0,0,2218-08-18
Анор Лондо,0,1,0,2218-08-18
Врата Балдура,1,0,0,2218-08-18
Нокрон,0,0,1,2218-08-18
Кеджистан,0,1,0,2218-08-18
Фалькония,0,0,0,2218-08-19
Анор Лондо,0,1,0,2218-08-19
Врата Балдура,0,0,0,2218-08-19
Нокрон,1,0,0,2218-08-19
Кеджистан,0,0,0,2218-08-19
Фалькония,0,0,1,2218-08-20
Анор Лондо,0,0,0,2218-08-20
Врата Балдура,0,0,0,2218-08-20
Нокрон,0,0,0,2218-08-20
Кеджистан,0,0,1,2218-08-20
Фалькония,1,0,0,2218-08-21
Анор Лондо,0,1,0,2218-08-21
Врата Балдура,0,0,0,2218-08-21
Нокрон,0,0,0,2218-08-21
Кеджистан,1,0,0,2218-08-21
Фалькония,0,1,0,2218-08-22
Анор Лондо,0,0,0,2218-08-22
Врата Балдура,0,0,0,2218-08-22
Нокрон,0,0,0,2218-08-22
Кеджистан,0,0,0,2218-08-22
Фалькония,0,1,0,2218-08-23
Анор Лондо,0,0,0,2218-08-23
Врата Балдура,0,0,0,2218-08-23
Нокрон,0,0,1,2218-08-23
Кеджистан,0,1,0,2218-08-23
Фалькония,0,0,1,2218-08-24
Анор Лондо,0,0,0,2218-08-24
Врата Балдура,0,0,1,2218-08-24
Нокрон,0,0,0,2218-08-24
Кеджистан,0,0,0,2218-08-24
Фалькония,0,0,0,2218-08-25
Анор Лондо,0,0,0,2218-08-25
Врата Балдура,0,0,0,2218-08-25
Нокрон,0,0,0,2218-08-25
Кеджистан,0,1,0,2218-08-25
Фалькония,0,0,0,2218-08-26
Анор Лондо,1,0,0,2218-08-26
Врата Балдура,0,0,0,2218-08-26
Нокрон,0,0,0,2218-08-26
Кеджистан,0,0,1,2218-08-26
Фалькония,0,0,0,2218-08-27
Анор Лондо,0,0,0,2218-08-27
Врата Балдура,1,0,0,2218-08-27
Нокрон,0,0,0,2218-08-27
Кеджистан,0,0,0,2218-08-27
Фалькония,0,1,0,2218-08-28
Анор Лондо,0,1,0,2218-08-28
Врата Балдура,0,0,0,2218-08-28
Нокрон,0,0,0,2218-08-28
Кеджистан,0,0,0,2218-08-28
Фалькония,0,0,0,2218-08-29
Анор Лондо,0,0,1,2218-08-29
Врата Балдура,0,0,0,2218-08-29
Нокрон,0,1,0,2218-08-29
Кеджистан,0,0,0,2218-08-29
Фалькония,1,0,0,2218-08-30
Анор Лондо,0,0,0,2218-08-30
Врата Балдура,0,0,0,2218-08-30
Нокрон,0,0,0,2218-08-30
Кеджистан,0,0,1,2218-08-30
Фалькония,0,0,0,2218-08-31
Анор Лондо,0,0,1,2218-08-31
Врата Балдура,1,0,0,2218-08-31
Нокрон,0,1,0,2218-08-31
Кеджистан,0,0,0,2218-08-31
Фалькония,0,0,1,2218-09-01
Анор Лондо,1,0,0,2218-09-01
Врата Балдура,0,0,1,2218-09-01
Нокрон,0,0,0,2218-09-01
Кеджистан,1,0,0,2218-09-01
Фалькония,0,0,0,2218-09-02
Анор Лондо,0,0,1,2218-09-02
Врата Балдура,0,0,0,2218-09-02
Нокрон,0,0,1,2218-09-02
Кеджистан,1,0,0,2218-09-02
Фалькония,1,0,0,2218-09-03
Анор Лондо,0,1,0,2218-09-03
Врата Балдура,0,0,0,2218-09-03
Нокрон,0,1,0,2218-09-03
Кеджистан,0,0,0,2218-09-03
Фалькония,0,0,0,2218-09-04
Анор Лондо,0,0,0,2218-09-04
Врата Балдура,0,0,0,2218-09-04
Нокрон,1,0,0,2218-09-04
Кеджистан,0,0,0,2218-09-04
Фалькония,0,0,0,2218-09-05
Анор Лондо,0,0,0,2218-09-05
Врата Балдура,1,0,0,2218-09-05
Нокрон,0,0,1,2218-09-05
Кеджистан,1,0,0,2218-09-05
Фалькония,0,0,0,2218-09-06
Анор Лондо,1,0,0,2218-09-06
Врата Балдура,0,0,0,2218-09-06
Нокрон,1,0,0,2218-09-06
Кеджистан,0,0,0,2218-09-06
Фалькония,0,1,0,2218-09-07
Анор Лондо,0,1,0,2218-09-07
Врата Балдура,1,0,0,2218-09-07
Нокрон,0,0,0,2218-09-07
Кеджистан,0,0,0,2218-09-07
Фалькония,1,0,0,2218-09-08
Анор Лондо,0,0,0,2218-09-08
Врата Балдура,0,1,0,2218-09-08
Нокрон,1,0,0,2218-09-08
Кеджистан,0,1,0,2218-09-08
Фалькония,1,0,0,2218-09-09
Анор Лондо,1,0,0,2218-09-09
Врата Балдура,0,0,1,2218-09-09
Нокрон,0,0,0,2218-09-09
Кеджистан,0,1,0,2218-09-09
Фалькония,0,0,0,2218-09-10
Анор Лондо,0,0,0,2218-09-10
Врата Балдура,0,0,0,2218-09-10
Нокрон,0,0,0,2218-09-10
Кеджистан,0,0,0,2218-09-10
Фалькония,0,0,0,2218-09-11
Анор Лондо,0,1,0,2218-09-11
Врата Балдура,0,0,0,2218-09-11
Нокрон,0,1,0,2218-09-11
Кеджистан,0,1,0,2218-09-11
Фалькония,1,0,0,2218-09-12
Анор Лондо,0,0,0,2218-09-12
Врата Балдура,0,0,0,2218-09-12
Нокрон,0,0,1,2218-09-12
Кеджистан,1,0,0,2218-09-12
Фалькония,0,1,0,2218-09-13
Анор Лондо,0,0,1,2218-09-13
Врата Балдура,0,0,0,2218-09-13
Нокрон,1,0,0,2218-09-13
Кеджистан,0,0,0,2218-09-13
Фалькония,1,0,0,2218-09-14
Анор Лондо,0,0,1,2218-09-14
Врата Балдура,0,1,0,2218-09-14
Нокрон,1,0,0,2218-09-14
Кеджистан,0,0,1,2218-09-14
Фалькония,1,0,0,2218-09-15
Анор Лондо,0,0,0,2218-09-15
Врата Балдура,0,0,0,2218-09-15
Нокрон,0,1,0,2218-09-15
Кеджистан,0,0,0,2218-09-15
Фалькония,0,0,0,2218-09-16
Анор Лондо,0,0,0,2218-09-16
